category_key,category_product_order,abstract_sku,name.en_US,name.de_DE,url.en_US,url.de_DE,is_featured,attribute_key_1,value_1,attribute_key_1.en_US,value_1.en_US,attribute_key_1.de_DE,value_1.de_DE,attribute_key_2,value_2,attribute_key_2.en_US,value_2.en_US,attribute_key_2.de_DE,value_2.de_DE,attribute_key_3,value_3,attribute_key_3.en_US,value_3.en_US,attribute_key_3.de_DE,value_3.de_DE,attribute_key_4,value_4,attribute_key_4.en_US,value_4.en_US,attribute_key_4.de_DE,value_4.de_DE,attribute_key_5,value_5,attribute_key_5.en_US,value_5.en_US,attribute_key_5.de_DE,value_5.de_DE,attribute_key_6,value_6,attribute_key_6.en_US,value_6.en_US,attribute_key_6.de_DE,value_6.de_DE,color_code,description.en_US,description.de_DE,icecat_pdp_url,tax_set_name,meta_title.en_US,meta_title.de_DE,meta_keywords.en_US,meta_keywords.de_DE,meta_description.en_US,meta_description.de_DE,icecat_license,new_from,new_to
digital-cameras,1,8898242816,nesciunt,"(DE) nesciunt",/en/demo/url/5ae343f071c94,/de/demo/url/5ae343f071d22,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Magnam id ut nemo voluptas.","(DE) Magnam id ut nemo voluptas.",,"Entertainment Electronics",ad,"(DE) ad",tenetur,"(DE) tenetur","Id nesciunt sit numquam commodi quam.","(DE) Id nesciunt sit numquam commodi quam.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,1209576856,facere,"(DE) facere",/en/demo/url/5ae343f072632,/de/demo/url/5ae343f073433,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Earum recusandae provident velit architecto ab similique vel.","(DE) Earum recusandae provident velit architecto ab similique vel.",,"Entertainment Electronics",harum,"(DE) harum",laboriosam,"(DE) laboriosam","Ullam voluptatem saepe voluptatem et id quo maiores.","(DE) Ullam voluptatem saepe voluptatem et id quo maiores.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,188549419X,distinctio,"(DE) distinctio",/en/demo/url/5ae343f0741ab,/de/demo/url/5ae343f0741d8,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Occaecati consequatur aut nemo ut quasi placeat.","(DE) Occaecati consequatur aut nemo ut quasi placeat.",,"Entertainment Electronics",qui,"(DE) qui",officiis,"(DE) officiis","Excepturi similique fugit ut.","(DE) Excepturi similique fugit ut.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,8689200428,autem,"(DE) autem",/en/demo/url/5ae343f074828,/de/demo/url/5ae343f07657d,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Quos reiciendis aperiam esse qui ratione.","(DE) Quos reiciendis aperiam esse qui ratione.",,"Entertainment Electronics",fugit,"(DE) fugit",aliquid,"(DE) aliquid","Qui eum repudiandae placeat magnam rem consequatur quia.","(DE) Qui eum repudiandae placeat magnam rem consequatur quia.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,2528702264,numquam,"(DE) numquam",/en/demo/url/5ae343f07701b,/de/demo/url/5ae343f07709d,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Reiciendis dolorem et dolorem sed.","(DE) Reiciendis dolorem et dolorem sed.",,"Entertainment Electronics",est,"(DE) est",fuga,"(DE) fuga","Quod distinctio quidem sit earum est sit.","(DE) Quod distinctio quidem sit earum est sit.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,4697932536,sunt,"(DE) sunt",/en/demo/url/5ae343f0777b0,/de/demo/url/5ae343f07bfb1,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Velit voluptas unde culpa.","(DE) Velit voluptas unde culpa.",,"Entertainment Electronics",laudantium,"(DE) laudantium",dolor,"(DE) dolor","Est reprehenderit natus saepe in et.","(DE) Est reprehenderit natus saepe in et.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,8978459617,quo,"(DE) quo",/en/demo/url/5ae343f07faa8,/de/demo/url/5ae343f07faca,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Exercitationem porro doloribus similique mollitia aut.","(DE) Exercitationem porro doloribus similique mollitia aut.",,"Entertainment Electronics",voluptas,"(DE) voluptas",et,"(DE) et","Aspernatur placeat quos ex ratione.","(DE) Aspernatur placeat quos ex ratione.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,8818244655,tenetur,"(DE) tenetur",/en/demo/url/5ae343f080107,/de/demo/url/5ae343f083224,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Earum quisquam occaecati quibusdam autem distinctio sit at.","(DE) Earum quisquam occaecati quibusdam autem distinctio sit at.",,"Entertainment Electronics",quia,"(DE) quia",sit,"(DE) sit","Atque blanditiis laudantium voluptas quas fuga asperiores et.","(DE) Atque blanditiis laudantium voluptas quas fuga asperiores et.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,7310335538,explicabo,"(DE) explicabo",/en/demo/url/5ae343f0839fb,/de/demo/url/5ae343f084837,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Quia reiciendis commodi eos.","(DE) Quia reiciendis commodi eos.",,"Entertainment Electronics",aut,"(DE) aut",ducimus,"(DE) ducimus","Sunt animi voluptas nostrum veritatis.","(DE) Sunt animi voluptas nostrum veritatis.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,5632326810,error,"(DE) error",/en/demo/url/5ae343f084dca,/de/demo/url/5ae343f084dd6,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Cumque harum et quis itaque possimus.","(DE) Cumque harum et quis itaque possimus.",,"Entertainment Electronics",excepturi,"(DE) excepturi",quia,"(DE) quia","Dolor omnis quis qui et sed eius omnis.","(DE) Dolor omnis quis qui et sed eius omnis.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,1566035031,velit,"(DE) velit",/en/demo/url/5ae343f0852fb,/de/demo/url/5ae343f08660a,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Fuga iure consequuntur reiciendis eveniet et quia.","(DE) Fuga iure consequuntur reiciendis eveniet et quia.",,"Entertainment Electronics",necessitatibus,"(DE) necessitatibus",assumenda,"(DE) assumenda","Quia laboriosam hic consequatur ullam aperiam odit nihil.","(DE) Quia laboriosam hic consequatur ullam aperiam odit nihil.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,4176595493,et,"(DE) et",/en/demo/url/5ae343f086c3e,/de/demo/url/5ae343f086c4f,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Minus voluptatem at qui sed aut.","(DE) Minus voluptatem at qui sed aut.",,"Entertainment Electronics",voluptatem,"(DE) voluptatem",ut,"(DE) ut","Ipsam fuga quibusdam unde quo.","(DE) Ipsam fuga quibusdam unde quo.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,3197191145,et,"(DE) et",/en/demo/url/5ae343f087dcf,/de/demo/url/5ae343f08868b,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Eveniet quia sequi velit dolore magni itaque blanditiis.","(DE) Eveniet quia sequi velit dolore magni itaque blanditiis.",,"Entertainment Electronics",eos,"(DE) eos",beatae,"(DE) beatae","Sunt rerum voluptate omnis est ducimus eum est necessitatibus.","(DE) Sunt rerum voluptate omnis est ducimus eum est necessitatibus.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,1309357242,aut,"(DE) aut",/en/demo/url/5ae343f0891df,/de/demo/url/5ae343f08936a,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Dignissimos magni laborum est molestias fugit.","(DE) Dignissimos magni laborum est molestias fugit.",,"Entertainment Electronics",sequi,"(DE) sequi",consequatur,"(DE) consequatur","Et nulla iusto laborum provident ipsam eum non ea.","(DE) Et nulla iusto laborum provident ipsam eum non ea.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,8776370720,quia,"(DE) quia",/en/demo/url/5ae343f08ac04,/de/demo/url/5ae343f08b5f6,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Et et qui exercitationem.","(DE) Et et qui exercitationem.",,"Entertainment Electronics",ut,"(DE) ut",corporis,"(DE) corporis","Delectus rem omnis ut velit molestias consequatur.","(DE) Delectus rem omnis ut velit molestias consequatur.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,1826696032,in,"(DE) in",/en/demo/url/5ae343f08c174,/de/demo/url/5ae343f08c197,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Fugit neque qui est sint commodi corrupti sunt.","(DE) Fugit neque qui est sint commodi corrupti sunt.",,"Entertainment Electronics",vitae,"(DE) vitae",pariatur,"(DE) pariatur","Qui qui sed illum dolor.","(DE) Qui qui sed illum dolor.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,9832447941,sunt,"(DE) sunt",/en/demo/url/5ae343f08c93b,/de/demo/url/5ae343f08cbc3,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Vel quis dolorum voluptatibus delectus est.","(DE) Vel quis dolorum voluptatibus delectus est.",,"Entertainment Electronics",consectetur,"(DE) consectetur",ut,"(DE) ut","Pariatur unde cum et suscipit aliquid ducimus possimus.","(DE) Pariatur unde cum et suscipit aliquid ducimus possimus.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,5648957688,asperiores,"(DE) asperiores",/en/demo/url/5ae343f08dbbe,/de/demo/url/5ae343f08dbe4,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Iste pariatur incidunt qui cum at velit.","(DE) Iste pariatur incidunt qui cum at velit.",,"Entertainment Electronics",iure,"(DE) iure",ut,"(DE) ut","Reprehenderit aperiam reprehenderit et tempore odit maxime ea.","(DE) Reprehenderit aperiam reprehenderit et tempore odit maxime ea.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,3993996224,beatae,"(DE) beatae",/en/demo/url/5ae343f08e9f0,/de/demo/url/5ae343f08ea23,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Odio similique aut dolorem earum perspiciatis sunt.","(DE) Odio similique aut dolorem earum perspiciatis sunt.",,"Entertainment Electronics",aut,"(DE) aut",et,"(DE) et","Voluptatem optio expedita iure sed non facere maxime.","(DE) Voluptatem optio expedita iure sed non facere maxime.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,1361113235,soluta,"(DE) soluta",/en/demo/url/5ae343f08f450,/de/demo/url/5ae343f08f640,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Nisi odio nobis id et consequatur totam.","(DE) Nisi odio nobis id et consequatur totam.",,"Entertainment Electronics",incidunt,"(DE) incidunt",consequatur,"(DE) consequatur","Et autem molestiae unde officia voluptatem.","(DE) Et autem molestiae unde officia voluptatem.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,7223075562,voluptate,"(DE) voluptate",/en/demo/url/5ae343f090015,/de/demo/url/5ae343f09003d,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Earum repellat dicta quo alias ut aut.","(DE) Earum repellat dicta quo alias ut aut.",,"Entertainment Electronics",adipisci,"(DE) adipisci",repellendus,"(DE) repellendus","Expedita est aut maxime et eum eos ut cum.","(DE) Expedita est aut maxime et eum eos ut cum.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,5143414873,facere,"(DE) facere",/en/demo/url/5ae343f090a64,/de/demo/url/5ae343f090c78,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Quam asperiores sed voluptatem qui ab modi dicta.","(DE) Quam asperiores sed voluptatem qui ab modi dicta.",,"Entertainment Electronics",molestiae,"(DE) molestiae",quia,"(DE) quia","Reiciendis veritatis eos enim dolor ex.","(DE) Reiciendis veritatis eos enim dolor ex.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,0931489059,et,"(DE) et",/en/demo/url/5ae343f0919b6,/de/demo/url/5ae343f091a43,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Non aut quia aut quam veritatis laborum voluptatem.","(DE) Non aut quia aut quam veritatis laborum voluptatem.",,"Entertainment Electronics",consequatur,"(DE) consequatur",ea,"(DE) ea","Autem dolores sit et exercitationem sint explicabo.","(DE) Autem dolores sit et exercitationem sint explicabo.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,5922274015,harum,"(DE) harum",/en/demo/url/5ae343f092965,/de/demo/url/5ae343f092b3b,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"A sit neque quo laudantium dolorem voluptas optio.","(DE) A sit neque quo laudantium dolorem voluptas optio.",,"Entertainment Electronics",velit,"(DE) velit",numquam,"(DE) numquam","Aut beatae velit eos.","(DE) Aut beatae velit eos.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,0525462163,sint,"(DE) sint",/en/demo/url/5ae343f09487d,/de/demo/url/5ae343f0948ab,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Et iste porro voluptatem corporis consectetur harum.","(DE) Et iste porro voluptatem corporis consectetur harum.",,"Entertainment Electronics",est,"(DE) est",ipsum,"(DE) ipsum","Ut possimus dolor nisi omnis eveniet.","(DE) Ut possimus dolor nisi omnis eveniet.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,4816180931,fuga,"(DE) fuga",/en/demo/url/5ae343f0951f2,/de/demo/url/5ae343f09bce8,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Consequuntur iste earum blanditiis molestiae perspiciatis.","(DE) Consequuntur iste earum blanditiis molestiae perspiciatis.",,"Entertainment Electronics",et,"(DE) et",voluptate,"(DE) voluptate","Vel quia ut libero.","(DE) Vel quia ut libero.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,3968189175,repudiandae,"(DE) repudiandae",/en/demo/url/5ae343f09d5c5,/de/demo/url/5ae343f09e6ee,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Accusamus modi quidem illum quia ipsa et consequatur.","(DE) Accusamus modi quidem illum quia ipsa et consequatur.",,"Entertainment Electronics",est,"(DE) est",voluptatum,"(DE) voluptatum","Quod quae consequatur ratione eum odio.","(DE) Quod quae consequatur ratione eum odio.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,4466885648,dolorem,"(DE) dolorem",/en/demo/url/5ae343f09efd0,/de/demo/url/5ae343f09f00c,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Harum alias veritatis eos temporibus dolor perferendis.","(DE) Harum alias veritatis eos temporibus dolor perferendis.",,"Entertainment Electronics",at,"(DE) at",placeat,"(DE) placeat","Sed labore ducimus a nostrum eaque recusandae.","(DE) Sed labore ducimus a nostrum eaque recusandae.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,2019070901,iure,"(DE) iure",/en/demo/url/5ae343f0a00f4,/de/demo/url/5ae343f0a06d7,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Voluptate dolore exercitationem alias voluptas.","(DE) Voluptate dolore exercitationem alias voluptas.",,"Entertainment Electronics",laboriosam,"(DE) laboriosam",dolore,"(DE) dolore","Veritatis ut repudiandae ut id.","(DE) Veritatis ut repudiandae ut id.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,2842948688,ut,"(DE) ut",/en/demo/url/5ae343f0a126b,/de/demo/url/5ae343f0a128b,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Illum incidunt harum explicabo facilis qui ut optio.","(DE) Illum incidunt harum explicabo facilis qui ut optio.",,"Entertainment Electronics",neque,"(DE) neque",voluptas,"(DE) voluptas","Fugit ut magnam ut.","(DE) Fugit ut magnam ut.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,3392218758,vitae,"(DE) vitae",/en/demo/url/5ae343f0a19ef,/de/demo/url/5ae343f0a1ad3,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Quo explicabo ut qui et ut id autem.","(DE) Quo explicabo ut qui et ut id autem.",,"Entertainment Electronics",non,"(DE) non",amet,"(DE) amet","Dolor repudiandae et reiciendis sequi.","(DE) Dolor repudiandae et reiciendis sequi.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,4246478822,ea,"(DE) ea",/en/demo/url/5ae343f0a32ce,/de/demo/url/5ae343f0a3f3c,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Consequatur et nostrum dolorem maxime.","(DE) Consequatur et nostrum dolorem maxime.",,"Entertainment Electronics",porro,"(DE) porro",qui,"(DE) qui","Molestiae eos consequatur ullam nihil.","(DE) Molestiae eos consequatur ullam nihil.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,9711297809,quo,"(DE) quo",/en/demo/url/5ae343f0a4b4c,/de/demo/url/5ae343f0a4ed6,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Eos facilis consequatur ut veniam est ut est.","(DE) Eos facilis consequatur ut veniam est ut est.",,"Entertainment Electronics",aspernatur,"(DE) aspernatur",et,"(DE) et","Error rerum illum autem quasi et.","(DE) Error rerum illum autem quasi et.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,1885500173,quia,"(DE) quia",/en/demo/url/5ae343f0a615a,/de/demo/url/5ae343f0a6173,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Ut quidem nam voluptas.","(DE) Ut quidem nam voluptas.",,"Entertainment Electronics",cupiditate,"(DE) cupiditate",facere,"(DE) facere","Delectus earum adipisci quod atque.","(DE) Delectus earum adipisci quod atque.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,760486550X,sed,"(DE) sed",/en/demo/url/5ae343f0a6805,/de/demo/url/5ae343f0a6824,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Ut saepe eos in vero aspernatur.","(DE) Ut saepe eos in vero aspernatur.",,"Entertainment Electronics",consequuntur,"(DE) consequuntur",vitae,"(DE) vitae","Beatae maiores temporibus dolorum minus.","(DE) Beatae maiores temporibus dolorum minus.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,0028868552,aperiam,"(DE) aperiam",/en/demo/url/5ae343f0a6e68,/de/demo/url/5ae343f0a7017,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Dolores deserunt voluptate nihil doloribus qui quod.","(DE) Dolores deserunt voluptate nihil doloribus qui quod.",,"Entertainment Electronics",libero,"(DE) libero",sed,"(DE) sed","Aut ipsum aliquam quia ut et.","(DE) Aut ipsum aliquam quia ut et.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,8024636336,asperiores,"(DE) asperiores",/en/demo/url/5ae343f0a80a2,/de/demo/url/5ae343f0a80c9,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Corrupti occaecati qui consequuntur odio est.","(DE) Corrupti occaecati qui consequuntur odio est.",,"Entertainment Electronics",et,"(DE) et",neque,"(DE) neque","Aperiam velit incidunt quidem.","(DE) Aperiam velit incidunt quidem.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,8171332196,atque,"(DE) atque",/en/demo/url/5ae343f0a8b5e,/de/demo/url/5ae343f0a8bad,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Dolores aliquam nihil sit ratione velit cupiditate.","(DE) Dolores aliquam nihil sit ratione velit cupiditate.",,"Entertainment Electronics",et,"(DE) et",quibusdam,"(DE) quibusdam","Tempora et deleniti et voluptate suscipit natus delectus et.","(DE) Tempora et deleniti et voluptate suscipit natus delectus et.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,9678481286,praesentium,"(DE) praesentium",/en/demo/url/5ae343f0af4ca,/de/demo/url/5ae343f0af4f7,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Nihil maxime suscipit ipsam optio.","(DE) Nihil maxime suscipit ipsam optio.",,"Entertainment Electronics",quisquam,"(DE) quisquam",magni,"(DE) magni","Repudiandae error aut modi sit ea.","(DE) Repudiandae error aut modi sit ea.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
digital-cameras,1,4524054987,eveniet,"(DE) eveniet",/en/demo/url/5ae343f0afe71,/de/demo/url/5ae343f0aff7e,0,att_key_1,att_val_1,,,,,att_key_2,att_val_2,,,,,att_key_3,att_val_3,,,,,att_key_4,att_val_4,,,,,att_key_5,att_val_5,,,,,att_key_6,att_val_6,,,,,#ffffff,"Ad est delectus dolores quia eius qui nostrum.","(DE) Ad est delectus dolores quia eius qui nostrum.",,"Entertainment Electronics",ducimus,"(DE) ducimus",minus,"(DE) minus","Nihil et occaecati numquam quos.","(DE) Nihil et occaecati numquam quos.",,2018-04-27T15:38:24+00:00,2018-04-27T15:38:24+00:00
