product_offer_reference,price_type,store,currency,value_net,value_gross,price_data.volume_prices
offer173,DEFAULT,DE,EUR,19290,21432,
offer173,DEFAULT,AT,CHF,17747,19718,
offer173,DEFAULT,AT,EUR,15431,17146,
offer173,ORIGINAL,DE,CHF,22874,25415,
offer173,ORIGINAL,DE,EUR,19890,22100,
offer173,ORIGINAL,AT,CHF,18299,20332,
offer173,ORIGINAL,AT,EUR,15912,17680,
offer348,DEFAULT,DE,CHF,15831,17590,
offer348,DEFAULT,DE,EUR,13766,15295,
offer348,DEFAULT,AT,CHF,12665,14071,
offer348,DEFAULT,AT,EUR,11013,12236,
offer349,DEFAULT,DE,CHF,25391,28212,
offer349,DEFAULT,DE,EUR,22079,24532,
offer349,DEFAULT,AT,CHF,20313,22570,
offer349,DEFAULT,AT,EUR,17663,19626,
offer350,DEFAULT,DE,CHF,34721,38579,
offer350,DEFAULT,DE,EUR,30192,33547,
offer350,DEFAULT,AT,CHF,27777,30864,
offer350,DEFAULT,AT,EUR,24154,26838,
offer351,DEFAULT,DE,CHF,21942,24379,
offer351,DEFAULT,DE,EUR,19080,21199,
offer351,DEFAULT,AT,CHF,17553,19504,
offer351,DEFAULT,AT,EUR,15264,16960,
offer352,DEFAULT,DE,CHF,20243,22493,
offer352,DEFAULT,DE,EUR,17603,19559,
offer352,DEFAULT,AT,CHF,16195,17995,
offer352,DEFAULT,AT,EUR,14082,15647,
offer353,DEFAULT,DE,CHF,5522,6137,
offer353,DEFAULT,DE,EUR,4802,5336,
offer353,DEFAULT,AT,CHF,4418,4909,
offer353,DEFAULT,AT,EUR,3842,4269,
offer353,ORIGINAL,DE,CHF,6159,6843,
offer353,ORIGINAL,DE,EUR,5355,5950,
offer354,DEFAULT,DE,CHF,28952,32169,
offer354,DEFAULT,DE,EUR,25176,27973,
offer354,DEFAULT,AT,CHF,23162,25735,
offer354,DEFAULT,AT,EUR,20140,22378,
offer355,DEFAULT,DE,CHF,28952,32169,
offer355,DEFAULT,DE,EUR,25176,27973,
offer355,DEFAULT,AT,CHF,23162,25735,
offer355,DEFAULT,AT,EUR,20140,22378,
offer356,DEFAULT,DE,CHF,12199,13554,
offer356,DEFAULT,DE,EUR,10608,11786,
offer356,DEFAULT,AT,CHF,9759,10843,
offer356,DEFAULT,AT,EUR,8486,9429,
offer357,DEFAULT,DE,CHF,17819,19799,
offer357,DEFAULT,DE,EUR,15495,17216,
offer357,DEFAULT,AT,CHF,14255,15839,
offer357,DEFAULT,AT,EUR,12396,13773,
offer358,DEFAULT,DE,CHF,3447,3831,
offer358,DEFAULT,DE,EUR,2998,3331,
offer358,DEFAULT,AT,CHF,2758,3065,
offer358,DEFAULT,AT,EUR,2398,2664,
offer358,ORIGINAL,DE,CHF,4399,4888,
offer358,ORIGINAL,DE,EUR,3825,4250,
offer359,DEFAULT,DE,CHF,23438,26042,
offer359,DEFAULT,DE,EUR,20381,22645,
offer359,DEFAULT,AT,CHF,18751,20834,
offer359,DEFAULT,AT,EUR,16305,18117,
offer359,ORIGINAL,DE,CHF,23754,26393,
offer359,ORIGINAL,DE,EUR,20655,22950,
offer360,DEFAULT,DE,CHF,39337,43707,
offer360,DEFAULT,DE,EUR,34206,38007,
offer360,DEFAULT,AT,CHF,31469,34966,
offer360,DEFAULT,AT,EUR,27365,30405,
