abstract_sku,concrete_sku,price_type,value_net,value_gross,currency,store
0754549836,,ORIGINAL,5492,7654,EUR,DE
6128555748,,DEFAULT,5720,1184,EUR,DE
6128555748,,ORIGINAL,5720,1184,EUR,DE
1298822076,,DEFAULT,2151,1648,EUR,DE
1298822076,,ORIGINAL,2151,1648,EUR,DE
2654756114,,DEFAULT,7176,7026,EUR,DE
2654756114,,ORIGINAL,7176,7026,EUR,DE
6899628929,,DEFAULT,6268,6417,EUR,DE
6899628929,,ORIGINAL,6268,6417,EUR,DE
9564804124,,DEFAULT,2266,8275,EUR,DE
9564804124,,ORIGINAL,2266,8275,EUR,DE
2096359147,,DEFAULT,8881,2621,EUR,DE
2096359147,,ORIGINAL,8881,2621,EUR,DE
0486915565,,DEFAULT,8484,8163,EUR,DE
0486915565,,ORIGINAL,8484,8163,EUR,DE
035556758X,,DEFAULT,4447,6236,EUR,DE
035556758X,,ORIGINAL,4447,6236,EUR,DE
2080818163,,DEFAULT,9015,2051,EUR,DE
2080818163,,ORIGINAL,9015,2051,EUR,DE
6168552758,,DEFAULT,6013,1986,EUR,DE
6168552758,,ORIGINAL,6013,1986,EUR,DE
6222452094,,DEFAULT,5489,8219,EUR,DE
6222452094,,ORIGINAL,5489,8219,EUR,DE
7124010330,,DEFAULT,4183,1654,EUR,DE
7124010330,,ORIGINAL,4183,1654,EUR,DE
1787224457,,DEFAULT,3271,3398,EUR,DE
1787224457,,ORIGINAL,3271,3398,EUR,DE
6376911609,,DEFAULT,2590,3983,EUR,DE
6376911609,,ORIGINAL,2590,3983,EUR,DE
187084890X,,DEFAULT,4589,1578,EUR,DE
187084890X,,ORIGINAL,4589,1578,EUR,DE
2710681978,,DEFAULT,7403,6557,EUR,DE
2710681978,,ORIGINAL,7403,6557,EUR,DE
6505275037,,DEFAULT,7192,9873,EUR,DE
6505275037,,ORIGINAL,7192,9873,EUR,DE
4676929439,,DEFAULT,7593,9125,EUR,DE
4676929439,,ORIGINAL,7593,9125,EUR,DE
6451031224,,DEFAULT,3821,4395,EUR,DE
6451031224,,ORIGINAL,3821,4395,EUR,DE
6492846079,,DEFAULT,3483,1737,EUR,DE
6492846079,,ORIGINAL,3483,1737,EUR,DE
0439049180,,DEFAULT,6289,7392,EUR,DE
0439049180,,ORIGINAL,6289,7392,EUR,DE
9113239163,,DEFAULT,6983,2468,EUR,DE
9113239163,,ORIGINAL,6983,2468,EUR,DE
2848200332,,DEFAULT,4511,3902,EUR,DE
2848200332,,ORIGINAL,4511,3902,EUR,DE
1287222846,,DEFAULT,1355,7234,EUR,DE
1287222846,,ORIGINAL,1355,7234,EUR,DE
5871409903,,DEFAULT,7860,2454,EUR,DE
5871409903,,ORIGINAL,7860,2454,EUR,DE
025341248X,,DEFAULT,9585,7480,EUR,DE
025341248X,,ORIGINAL,9585,7480,EUR,DE
0537868453,,DEFAULT,6583,5682,EUR,DE
0537868453,,ORIGINAL,6583,5682,EUR,DE
6304752903,,DEFAULT,2183,6470,EUR,DE
6304752903,,ORIGINAL,2183,6470,EUR,DE
0293212821,,DEFAULT,8483,2377,EUR,DE
0293212821,,ORIGINAL,8483,2377,EUR,DE
7261754536,,DEFAULT,6538,2994,EUR,DE
7261754536,,ORIGINAL,6538,2994,EUR,DE
5320896921,,DEFAULT,3056,6020,EUR,DE
5320896921,,ORIGINAL,3056,6020,EUR,DE
0983218668,,DEFAULT,4210,5528,EUR,DE
0983218668,,ORIGINAL,4210,5528,EUR,DE
5378041481,,DEFAULT,8535,4991,EUR,DE
5378041481,,ORIGINAL,8535,4991,EUR,DE
8423614921,,DEFAULT,5626,8848,EUR,DE
8423614921,,ORIGINAL,5626,8848,EUR,DE
1201854865,,DEFAULT,8116,8161,EUR,DE
1201854865,,ORIGINAL,8116,8161,EUR,DE
2170748652,,DEFAULT,8579,4235,EUR,DE
2170748652,,ORIGINAL,8579,4235,EUR,DE
6311984741,,DEFAULT,1096,7574,EUR,DE
6311984741,,ORIGINAL,1096,7574,EUR,DE
5008606441,,DEFAULT,1570,2751,EUR,DE
5008606441,,ORIGINAL,1570,2751,EUR,DE
7820635703,,DEFAULT,5921,4886,EUR,DE
7820635703,,ORIGINAL,5921,4886,EUR,DE
6146567086,,DEFAULT,8346,3150,EUR,DE
6146567086,,ORIGINAL,8346,3150,EUR,DE
1177201968,,DEFAULT,2198,3405,EUR,DE
1177201968,,ORIGINAL,2198,3405,EUR,DE
5680147076,,DEFAULT,8367,4249,EUR,DE
5680147076,,ORIGINAL,8367,4249,EUR,DE
4692894504,,DEFAULT,4128,9154,EUR,DE
4692894504,,ORIGINAL,4128,9154,EUR,DE
2417774143,,DEFAULT,8535,2500,EUR,DE
2417774143,,ORIGINAL,8535,2500,EUR,DE
6501371821,,DEFAULT,3377,1469,EUR,DE
6501371821,,ORIGINAL,3377,1469,EUR,DE
537020568X,,DEFAULT,4722,1441,EUR,DE
537020568X,,ORIGINAL,4722,1441,EUR,DE
6900614477,,DEFAULT,7315,5577,EUR,DE
6900614477,,ORIGINAL,7315,5577,EUR,DE
3881646981,,DEFAULT,5702,5380,EUR,DE
3881646981,,ORIGINAL,5702,5380,EUR,DE
4040960130,,DEFAULT,4054,3813,EUR,DE
4040960130,,ORIGINAL,4054,3813,EUR,DE
0140263322,,DEFAULT,9636,1391,EUR,DE
0140263322,,ORIGINAL,9636,1391,EUR,DE
9684135351,,DEFAULT,6825,6250,EUR,DE
9684135351,,ORIGINAL,6825,6250,EUR,DE
5539624246,,DEFAULT,4527,5654,EUR,DE
5539624246,,ORIGINAL,4527,5654,EUR,DE
8971273054,,DEFAULT,3705,8769,EUR,DE
8971273054,,ORIGINAL,3705,8769,EUR,DE
3924366861,,DEFAULT,8188,7808,EUR,DE
3924366861,,ORIGINAL,8188,7808,EUR,DE
8743943624,,DEFAULT,5582,5879,EUR,DE
8743943624,,ORIGINAL,5582,5879,EUR,DE
8119172116,,DEFAULT,9251,4662,EUR,DE
8119172116,,ORIGINAL,9251,4662,EUR,DE
6991475092,,DEFAULT,3687,2545,EUR,DE
6991475092,,ORIGINAL,3687,2545,EUR,DE
2956355813,,DEFAULT,6798,6069,EUR,DE
2956355813,,ORIGINAL,6798,6069,EUR,DE
9438296735,,DEFAULT,1209,5205,EUR,DE
9438296735,,ORIGINAL,1209,5205,EUR,DE
7226543400,,DEFAULT,5737,7452,EUR,DE
7226543400,,ORIGINAL,5737,7452,EUR,DE
8654232404,,DEFAULT,3244,1057,EUR,DE
8654232404,,ORIGINAL,3244,1057,EUR,DE
7148601770,,DEFAULT,1147,6618,EUR,DE
7148601770,,ORIGINAL,1147,6618,EUR,DE
610191125X,,DEFAULT,4489,3232,EUR,DE
610191125X,,ORIGINAL,4489,3232,EUR,DE
2034480120,,DEFAULT,8321,1588,EUR,DE
2034480120,,ORIGINAL,8321,1588,EUR,DE
2666000451,,DEFAULT,8290,1873,EUR,DE
2666000451,,ORIGINAL,8290,1873,EUR,DE
6049252866,,DEFAULT,5216,9070,EUR,DE
6049252866,,ORIGINAL,5216,9070,EUR,DE
910568918X,,DEFAULT,7981,1606,EUR,DE
910568918X,,ORIGINAL,7981,1606,EUR,DE
0505377101,,DEFAULT,2135,1170,EUR,DE
0505377101,,ORIGINAL,2135,1170,EUR,DE
6134485381,,DEFAULT,1836,4654,EUR,DE
6134485381,,ORIGINAL,1836,4654,EUR,DE
4577778556,,DEFAULT,6738,2773,EUR,DE
4577778556,,ORIGINAL,6738,2773,EUR,DE
1041181175,,DEFAULT,1066,7126,EUR,DE
1041181175,,ORIGINAL,1066,7126,EUR,DE
2120066523,,DEFAULT,3425,2280,EUR,DE
2120066523,,ORIGINAL,3425,2280,EUR,DE
3489344081,,DEFAULT,7435,2284,EUR,DE
3489344081,,ORIGINAL,7435,2284,EUR,DE
5919871075,,DEFAULT,5433,8138,EUR,DE
5919871075,,ORIGINAL,5433,8138,EUR,DE
1440994625,,DEFAULT,1315,1221,EUR,DE
1440994625,,ORIGINAL,1315,1221,EUR,DE
3792180952,,DEFAULT,5300,6811,EUR,DE
3792180952,,ORIGINAL,5300,6811,EUR,DE
7414006999,,DEFAULT,5714,4053,EUR,DE
7414006999,,ORIGINAL,5714,4053,EUR,DE
7804609124,,DEFAULT,4935,7157,EUR,DE
7804609124,,ORIGINAL,4935,7157,EUR,DE
1854858378,,DEFAULT,5511,2934,EUR,DE
1854858378,,ORIGINAL,5511,2934,EUR,DE
0046095233,,DEFAULT,3106,1871,EUR,DE
0046095233,,ORIGINAL,3106,1871,EUR,DE
821259940X,,DEFAULT,2863,7233,EUR,DE
821259940X,,ORIGINAL,2863,7233,EUR,DE
9522283665,,DEFAULT,9268,8996,EUR,DE
9522283665,,ORIGINAL,9268,8996,EUR,DE
440138704X,,DEFAULT,9293,2276,EUR,DE
440138704X,,ORIGINAL,9293,2276,EUR,DE
8675298250,,DEFAULT,3743,8540,EUR,DE
8675298250,,ORIGINAL,3743,8540,EUR,DE
4456117729,,DEFAULT,7045,9119,EUR,DE
4456117729,,ORIGINAL,7045,9119,EUR,DE
574236265X,,DEFAULT,6624,7387,EUR,DE
574236265X,,ORIGINAL,6624,7387,EUR,DE
7880431330,,DEFAULT,9913,4046,EUR,DE
7880431330,,ORIGINAL,9913,4046,EUR,DE
6753343490,,DEFAULT,7934,5003,EUR,DE
6753343490,,ORIGINAL,7934,5003,EUR,DE
2777692246,,DEFAULT,1477,5653,EUR,DE
2777692246,,ORIGINAL,1477,5653,EUR,DE
8068891544,,DEFAULT,2643,4869,EUR,DE
8068891544,,ORIGINAL,2643,4869,EUR,DE
6120797238,,DEFAULT,1440,8286,EUR,DE
6120797238,,ORIGINAL,1440,8286,EUR,DE
0769231683,,DEFAULT,3839,2588,EUR,DE
0769231683,,ORIGINAL,3839,2588,EUR,DE
0741628848,,DEFAULT,5185,7066,EUR,DE
0741628848,,ORIGINAL,5185,7066,EUR,DE
6905548804,,DEFAULT,3042,2625,EUR,DE
6905548804,,ORIGINAL,3042,2625,EUR,DE
9687208899,,DEFAULT,8118,5429,EUR,DE
9687208899,,ORIGINAL,8118,5429,EUR,DE
3306861286,,DEFAULT,5898,2714,EUR,DE
3306861286,,ORIGINAL,5898,2714,EUR,DE
0440171938,,DEFAULT,5800,8938,EUR,DE
0440171938,,ORIGINAL,5800,8938,EUR,DE
2950868347,,DEFAULT,3658,4707,EUR,DE
2950868347,,ORIGINAL,3658,4707,EUR,DE
9827206907,,DEFAULT,4111,2473,EUR,DE
9827206907,,ORIGINAL,4111,2473,EUR,DE
7588813016,,DEFAULT,5743,4473,EUR,DE
7588813016,,ORIGINAL,5743,4473,EUR,DE
1001940008,,DEFAULT,4765,1378,EUR,DE
1001940008,,ORIGINAL,4765,1378,EUR,DE
7470729119,,DEFAULT,4337,7413,EUR,DE
7470729119,,ORIGINAL,4337,7413,EUR,DE
0791482510,,DEFAULT,6394,1785,EUR,DE
0791482510,,ORIGINAL,6394,1785,EUR,DE
569434104X,,DEFAULT,7701,2772,EUR,DE
569434104X,,ORIGINAL,7701,2772,EUR,DE
377623900X,,DEFAULT,1431,4676,EUR,DE
377623900X,,ORIGINAL,1431,4676,EUR,DE
0752626671,,DEFAULT,2899,9221,EUR,DE
0752626671,,ORIGINAL,2899,9221,EUR,DE
4016658454,,DEFAULT,2676,3107,EUR,DE
4016658454,,ORIGINAL,2676,3107,EUR,DE
535214545X,,DEFAULT,6594,6229,EUR,DE
535214545X,,ORIGINAL,6594,6229,EUR,DE
3797228414,,DEFAULT,1597,3404,EUR,DE
3797228414,,ORIGINAL,1597,3404,EUR,DE
9702378893,,DEFAULT,5276,8787,EUR,DE
9702378893,,ORIGINAL,5276,8787,EUR,DE
814004993X,,DEFAULT,2626,7848,EUR,DE
814004993X,,ORIGINAL,2626,7848,EUR,DE
5768098429,,DEFAULT,8740,7248,EUR,DE
5768098429,,ORIGINAL,8740,7248,EUR,DE
3049725990,,DEFAULT,2235,7221,EUR,DE
3049725990,,ORIGINAL,2235,7221,EUR,DE
4743794765,,DEFAULT,4621,7371,EUR,DE
4743794765,,ORIGINAL,4621,7371,EUR,DE
1323708944,,DEFAULT,6564,9354,EUR,DE
1323708944,,ORIGINAL,6564,9354,EUR,DE
9046376060,,DEFAULT,2852,6706,EUR,DE
9046376060,,ORIGINAL,2852,6706,EUR,DE
288713938X,,DEFAULT,2882,2318,EUR,DE
288713938X,,ORIGINAL,2882,2318,EUR,DE
0359376797,,DEFAULT,6556,3387,EUR,DE
0359376797,,ORIGINAL,6556,3387,EUR,DE
3934829716,,DEFAULT,8406,3352,EUR,DE
3934829716,,ORIGINAL,8406,3352,EUR,DE
2677679426,,DEFAULT,5107,6178,EUR,DE
2677679426,,ORIGINAL,5107,6178,EUR,DE
8996052698,,DEFAULT,7887,8948,EUR,DE
8996052698,,ORIGINAL,7887,8948,EUR,DE
2116457017,,DEFAULT,7254,7721,EUR,DE
2116457017,,ORIGINAL,7254,7721,EUR,DE
207175350X,,DEFAULT,9006,4739,EUR,DE
207175350X,,ORIGINAL,9006,4739,EUR,DE
388769046X,,DEFAULT,7207,2149,EUR,DE
388769046X,,ORIGINAL,7207,2149,EUR,DE
8325559594,,DEFAULT,4846,2172,EUR,DE
8325559594,,ORIGINAL,4846,2172,EUR,DE
3071402244,,DEFAULT,6872,4846,EUR,DE
3071402244,,ORIGINAL,6872,4846,EUR,DE
2430787466,,DEFAULT,1967,1431,EUR,DE
2430787466,,ORIGINAL,1967,1431,EUR,DE
044482958X,,DEFAULT,8870,4080,EUR,DE
044482958X,,ORIGINAL,8870,4080,EUR,DE
5887822392,,DEFAULT,4150,7733,EUR,DE
5887822392,,ORIGINAL,4150,7733,EUR,DE
5682839072,,DEFAULT,3683,2556,EUR,DE
5682839072,,ORIGINAL,3683,2556,EUR,DE
800189181X,,DEFAULT,6347,4789,EUR,DE
800189181X,,ORIGINAL,6347,4789,EUR,DE
5965176651,,DEFAULT,6170,9855,EUR,DE
5965176651,,ORIGINAL,6170,9855,EUR,DE
0537036946,,DEFAULT,6436,8905,EUR,DE
0537036946,,ORIGINAL,6436,8905,EUR,DE
2677755602,,DEFAULT,8667,7201,EUR,DE
2677755602,,ORIGINAL,8667,7201,EUR,DE
0699122988,,DEFAULT,3552,3886,EUR,DE
0699122988,,ORIGINAL,3552,3886,EUR,DE
1892620332,,DEFAULT,9797,6142,EUR,DE
1892620332,,ORIGINAL,9797,6142,EUR,DE
1569804877,,DEFAULT,1992,4526,EUR,DE
1569804877,,ORIGINAL,1992,4526,EUR,DE
9070651963,,DEFAULT,4599,5610,EUR,DE
9070651963,,ORIGINAL,4599,5610,EUR,DE
4856368613,,DEFAULT,8386,2163,EUR,DE
4856368613,,ORIGINAL,8386,2163,EUR,DE
6819078145,,DEFAULT,1751,2100,EUR,DE
6819078145,,ORIGINAL,1751,2100,EUR,DE
2135337897,,DEFAULT,2095,4611,EUR,DE
2135337897,,ORIGINAL,2095,4611,EUR,DE
6816070666,,DEFAULT,2474,9732,EUR,DE
6816070666,,ORIGINAL,2474,9732,EUR,DE
9569961406,,DEFAULT,7030,8133,EUR,DE
9569961406,,ORIGINAL,7030,8133,EUR,DE
6837252348,,DEFAULT,1196,6548,EUR,DE
6837252348,,ORIGINAL,1196,6548,EUR,DE
603335205X,,DEFAULT,5528,5471,EUR,DE
603335205X,,ORIGINAL,5528,5471,EUR,DE
1383167338,,DEFAULT,7191,4671,EUR,DE
1383167338,,ORIGINAL,7191,4671,EUR,DE
4994598282,,DEFAULT,3680,5793,EUR,DE
4994598282,,ORIGINAL,3680,5793,EUR,DE
7184545907,,DEFAULT,4846,5577,EUR,DE
7184545907,,ORIGINAL,4846,5577,EUR,DE
6017644882,,DEFAULT,7108,2916,EUR,DE
6017644882,,ORIGINAL,7108,2916,EUR,DE
2790331847,,DEFAULT,5690,4184,EUR,DE
2790331847,,ORIGINAL,5690,4184,EUR,DE
4543348729,,DEFAULT,5581,8616,EUR,DE
4543348729,,ORIGINAL,5581,8616,EUR,DE
5955773096,,DEFAULT,7462,1428,EUR,DE
5955773096,,ORIGINAL,7462,1428,EUR,DE
8984843423,,DEFAULT,5596,6460,EUR,DE
8984843423,,ORIGINAL,5596,6460,EUR,DE
7705996685,,DEFAULT,8117,3510,EUR,DE
7705996685,,ORIGINAL,8117,3510,EUR,DE
0204577187,,DEFAULT,8667,5482,EUR,DE
0204577187,,ORIGINAL,8667,5482,EUR,DE
1582693749,,DEFAULT,4786,3839,EUR,DE
1582693749,,ORIGINAL,4786,3839,EUR,DE
7756359550,,DEFAULT,4852,3004,EUR,DE
7756359550,,ORIGINAL,4852,3004,EUR,DE
9652442631,,DEFAULT,4022,7530,EUR,DE
9652442631,,ORIGINAL,4022,7530,EUR,DE
9568549668,,DEFAULT,9969,2510,EUR,DE
9568549668,,ORIGINAL,9969,2510,EUR,DE
3252026899,,DEFAULT,5570,2357,EUR,DE
3252026899,,ORIGINAL,5570,2357,EUR,DE
032607533X,,DEFAULT,6771,7855,EUR,DE
032607533X,,ORIGINAL,6771,7855,EUR,DE
4820345893,,DEFAULT,7132,9130,EUR,DE
4820345893,,ORIGINAL,7132,9130,EUR,DE
2049152981,,DEFAULT,7822,1720,EUR,DE
2049152981,,ORIGINAL,7822,1720,EUR,DE
5011690962,,DEFAULT,2905,1741,EUR,DE
5011690962,,ORIGINAL,2905,1741,EUR,DE
6810783504,,DEFAULT,1417,7011,EUR,DE
6810783504,,ORIGINAL,1417,7011,EUR,DE
5502571408,,DEFAULT,9251,6383,EUR,DE
5502571408,,ORIGINAL,9251,6383,EUR,DE
852523009X,,DEFAULT,3514,5729,EUR,DE
852523009X,,ORIGINAL,3514,5729,EUR,DE
9115161102,,DEFAULT,4114,4819,EUR,DE
9115161102,,ORIGINAL,4114,4819,EUR,DE
5292897833,,DEFAULT,2950,6580,EUR,DE
5292897833,,ORIGINAL,2950,6580,EUR,DE
2009083792,,DEFAULT,5162,1063,EUR,DE
2009083792,,ORIGINAL,5162,1063,EUR,DE
3600039695,,DEFAULT,4489,6486,EUR,DE
3600039695,,ORIGINAL,4489,6486,EUR,DE
7813959558,,DEFAULT,8059,1574,EUR,DE
7813959558,,ORIGINAL,8059,1574,EUR,DE
0317664018,,DEFAULT,2394,1810,EUR,DE
0317664018,,ORIGINAL,2394,1810,EUR,DE
0124080871,,DEFAULT,4761,4018,EUR,DE
0124080871,,ORIGINAL,4761,4018,EUR,DE
6107965238,,DEFAULT,3743,5218,EUR,DE
6107965238,,ORIGINAL,3743,5218,EUR,DE
8927826450,,DEFAULT,4405,7063,EUR,DE
8927826450,,ORIGINAL,4405,7063,EUR,DE
1223530159,,DEFAULT,5062,1234,EUR,DE
1223530159,,ORIGINAL,5062,1234,EUR,DE
3012678565,,DEFAULT,7122,2872,EUR,DE
3012678565,,ORIGINAL,7122,2872,EUR,DE
2683871589,,DEFAULT,6578,8239,EUR,DE
2683871589,,ORIGINAL,6578,8239,EUR,DE
3713896283,,DEFAULT,9575,5769,EUR,DE
3713896283,,ORIGINAL,9575,5769,EUR,DE
154418168X,,DEFAULT,3928,8005,EUR,DE
154418168X,,ORIGINAL,3928,8005,EUR,DE
9714385482,,DEFAULT,4955,6637,EUR,DE
9714385482,,ORIGINAL,4955,6637,EUR,DE
0796821305,,DEFAULT,4226,4999,EUR,DE
0796821305,,ORIGINAL,4226,4999,EUR,DE
2898934526,,DEFAULT,3393,9582,EUR,DE
2898934526,,ORIGINAL,3393,9582,EUR,DE
7856814993,,DEFAULT,5032,9766,EUR,DE
7856814993,,ORIGINAL,5032,9766,EUR,DE
5783508713,,DEFAULT,5738,6262,EUR,DE
5783508713,,ORIGINAL,5738,6262,EUR,DE
1381929141,,DEFAULT,9224,3954,EUR,DE
1381929141,,ORIGINAL,9224,3954,EUR,DE
4399436131,,DEFAULT,5761,5434,EUR,DE
4399436131,,ORIGINAL,5761,5434,EUR,DE
8747587822,,DEFAULT,7233,1042,EUR,DE
8747587822,,ORIGINAL,7233,1042,EUR,DE
1450105475,,DEFAULT,3505,9795,EUR,DE
1450105475,,ORIGINAL,3505,9795,EUR,DE
8867388878,,DEFAULT,8893,4708,EUR,DE
8867388878,,ORIGINAL,8893,4708,EUR,DE
5232062034,,DEFAULT,8492,3790,EUR,DE
5232062034,,ORIGINAL,8492,3790,EUR,DE
0307930505,,DEFAULT,2557,8127,EUR,DE
0307930505,,ORIGINAL,2557,8127,EUR,DE
3304047190,,DEFAULT,4503,8452,EUR,DE
3304047190,,ORIGINAL,4503,8452,EUR,DE
2271021618,,DEFAULT,8155,1858,EUR,DE
2271021618,,ORIGINAL,8155,1858,EUR,DE
6283806856,,DEFAULT,5761,1028,EUR,DE
6283806856,,ORIGINAL,5761,1028,EUR,DE
4708504063,,DEFAULT,9619,8539,EUR,DE
4708504063,,ORIGINAL,9619,8539,EUR,DE
2372440357,,DEFAULT,4269,6286,EUR,DE
2372440357,,ORIGINAL,4269,6286,EUR,DE
0011481730,,DEFAULT,6810,6842,EUR,DE
0011481730,,ORIGINAL,6810,6842,EUR,DE
2516047711,,DEFAULT,4982,2106,EUR,DE
2516047711,,ORIGINAL,4982,2106,EUR,DE
5221066084,,DEFAULT,6606,1572,EUR,DE
5221066084,,ORIGINAL,6606,1572,EUR,DE
3145640623,,DEFAULT,6281,9710,EUR,DE
3145640623,,ORIGINAL,6281,9710,EUR,DE
961673637X,,DEFAULT,7887,4377,EUR,DE
961673637X,,ORIGINAL,7887,4377,EUR,DE
4212461986,,DEFAULT,7881,5336,EUR,DE
4212461986,,ORIGINAL,7881,5336,EUR,DE
6145492619,,DEFAULT,1413,8233,EUR,DE
6145492619,,ORIGINAL,1413,8233,EUR,DE
0947711635,,DEFAULT,6433,9453,EUR,DE
0947711635,,ORIGINAL,6433,9453,EUR,DE
5472566495,,DEFAULT,6094,4088,EUR,DE
5472566495,,ORIGINAL,6094,4088,EUR,DE
2105487076,,DEFAULT,6259,7726,EUR,DE
2105487076,,ORIGINAL,6259,7726,EUR,DE
8053067859,,DEFAULT,3687,4591,EUR,DE
8053067859,,ORIGINAL,3687,4591,EUR,DE
1473911753,,DEFAULT,2438,5573,EUR,DE
1473911753,,ORIGINAL,2438,5573,EUR,DE
2451186186,,DEFAULT,1719,4679,EUR,DE
2451186186,,ORIGINAL,1719,4679,EUR,DE
8282859230,,DEFAULT,9405,3106,EUR,DE
8282859230,,ORIGINAL,9405,3106,EUR,DE
9152551334,,DEFAULT,4894,7334,EUR,DE
9152551334,,ORIGINAL,4894,7334,EUR,DE
990030747X,,DEFAULT,7130,6178,EUR,DE
990030747X,,ORIGINAL,7130,6178,EUR,DE
9866813231,,DEFAULT,5115,5600,EUR,DE
9866813231,,ORIGINAL,5115,5600,EUR,DE
9865846888,,DEFAULT,1724,9193,EUR,DE
9865846888,,ORIGINAL,1724,9193,EUR,DE
8555192625,,DEFAULT,3169,9484,EUR,DE
8555192625,,ORIGINAL,3169,9484,EUR,DE
8797381179,,DEFAULT,3028,7544,EUR,DE
8797381179,,ORIGINAL,3028,7544,EUR,DE
0497030039,,DEFAULT,7914,2787,EUR,DE
0497030039,,ORIGINAL,7914,2787,EUR,DE
278270785X,,DEFAULT,5875,1795,EUR,DE
278270785X,,ORIGINAL,5875,1795,EUR,DE
168727584X,,DEFAULT,7853,9797,EUR,DE
168727584X,,ORIGINAL,7853,9797,EUR,DE
1668519178,,DEFAULT,2204,6307,EUR,DE
1668519178,,ORIGINAL,2204,6307,EUR,DE
2283734355,,DEFAULT,3942,8917,EUR,DE
2283734355,,ORIGINAL,3942,8917,EUR,DE
1804139874,,DEFAULT,8583,1990,EUR,DE
1804139874,,ORIGINAL,8583,1990,EUR,DE
7293193327,,DEFAULT,8727,9461,EUR,DE
7293193327,,ORIGINAL,8727,9461,EUR,DE
4035617385,,DEFAULT,4491,3418,EUR,DE
4035617385,,ORIGINAL,4491,3418,EUR,DE
8881925052,,DEFAULT,3388,9607,EUR,DE
8881925052,,ORIGINAL,3388,9607,EUR,DE
5628715468,,DEFAULT,1825,4960,EUR,DE
5628715468,,ORIGINAL,1825,4960,EUR,DE
6798944787,,DEFAULT,8645,8085,EUR,DE
6798944787,,ORIGINAL,8645,8085,EUR,DE
1779387024,,DEFAULT,4908,4065,EUR,DE
1779387024,,ORIGINAL,4908,4065,EUR,DE
5550772418,,DEFAULT,3933,5393,EUR,DE
5550772418,,ORIGINAL,3933,5393,EUR,DE
5550847442,,DEFAULT,8833,2748,EUR,DE
5550847442,,ORIGINAL,8833,2748,EUR,DE
7520324788,,DEFAULT,2828,4070,EUR,DE
7520324788,,ORIGINAL,2828,4070,EUR,DE
008662220X,,DEFAULT,5828,9287,EUR,DE
008662220X,,ORIGINAL,5828,9287,EUR,DE
4378869314,,DEFAULT,9419,4841,EUR,DE
4378869314,,ORIGINAL,9419,4841,EUR,DE
3971732062,,DEFAULT,9127,5708,EUR,DE
3971732062,,ORIGINAL,9127,5708,EUR,DE
7438311643,,DEFAULT,5201,1639,EUR,DE
7438311643,,ORIGINAL,5201,1639,EUR,DE
6248866066,,DEFAULT,2139,1128,EUR,DE
6248866066,,ORIGINAL,2139,1128,EUR,DE
2072474361,,DEFAULT,4411,5685,EUR,DE
2072474361,,ORIGINAL,4411,5685,EUR,DE
7920062160,,DEFAULT,5076,8319,EUR,DE
7920062160,,ORIGINAL,5076,8319,EUR,DE
2777000255,,DEFAULT,9340,9893,EUR,DE
2777000255,,ORIGINAL,9340,9893,EUR,DE
0086608932,,DEFAULT,3544,3305,EUR,DE
0086608932,,ORIGINAL,3544,3305,EUR,DE
5216194061,,DEFAULT,5543,5510,EUR,DE
5216194061,,ORIGINAL,5543,5510,EUR,DE
1744956383,,DEFAULT,2975,1558,EUR,DE
1744956383,,ORIGINAL,2975,1558,EUR,DE
1529125065,,DEFAULT,7765,4873,EUR,DE
1529125065,,ORIGINAL,7765,4873,EUR,DE
9214535272,,DEFAULT,5906,3943,EUR,DE
9214535272,,ORIGINAL,5906,3943,EUR,DE
0223853968,,DEFAULT,3903,6523,EUR,DE
0223853968,,ORIGINAL,3903,6523,EUR,DE
9449889023,,DEFAULT,8150,3116,EUR,DE
9449889023,,ORIGINAL,8150,3116,EUR,DE
1928022235,,DEFAULT,2994,1680,EUR,DE
1928022235,,ORIGINAL,2994,1680,EUR,DE
1092465537,,DEFAULT,2597,7684,EUR,DE
1092465537,,ORIGINAL,2597,7684,EUR,DE
8701301977,,DEFAULT,6301,6931,EUR,DE
8701301977,,ORIGINAL,6301,6931,EUR,DE
5430310107,,DEFAULT,6630,7148,EUR,DE
5430310107,,ORIGINAL,6630,7148,EUR,DE
4670609521,,DEFAULT,7079,9622,EUR,DE
4670609521,,ORIGINAL,7079,9622,EUR,DE
1575629682,,DEFAULT,5043,3146,EUR,DE
1575629682,,ORIGINAL,5043,3146,EUR,DE
8244823143,,DEFAULT,8766,6111,EUR,DE
8244823143,,ORIGINAL,8766,6111,EUR,DE
2807055125,,DEFAULT,6448,4134,EUR,DE
2807055125,,ORIGINAL,6448,4134,EUR,DE
4735524002,,DEFAULT,4208,2092,EUR,DE
4735524002,,ORIGINAL,4208,2092,EUR,DE
6289724444,,DEFAULT,5267,9900,EUR,DE
6289724444,,ORIGINAL,5267,9900,EUR,DE
7208061939,,DEFAULT,1707,5125,EUR,DE
7208061939,,ORIGINAL,1707,5125,EUR,DE
0863062512,,DEFAULT,8215,6747,EUR,DE
0863062512,,ORIGINAL,8215,6747,EUR,DE
6664812819,,DEFAULT,4906,6104,EUR,DE
6664812819,,ORIGINAL,4906,6104,EUR,DE
9560507494,,DEFAULT,8876,4856,EUR,DE
9560507494,,ORIGINAL,8876,4856,EUR,DE
2574835360,,DEFAULT,6908,8083,EUR,DE
2574835360,,ORIGINAL,6908,8083,EUR,DE
